"R0000100","R0153800","R0153900","R0154000","R0154100","R0154200","R0154300","R0154400","R0154500","R0173600","R0214700","R0214800","R0799500","R0799600","R0799700","R0799800","R0799900","R0800000","R0800100","R0800200","R2364600","R2364700","R2364800","R2364900","R2365000","R2365100","R2365200","R2365300","R8418500","R8418501","R8418502","R8418503","R8418504","R8418505","R8418506","R8418507"
5645,2,3,2,1,1,2,4,3,7,2,2,2,2,4,2,4,3,3,3,1,1,3,1,2,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5646,2,2,3,2,4,3,2,2,7,2,2,1,2,2,2,4,2,3,2,2,2,3,2,3,1,3,2,3,3,3,3,2,3,2,3
5647,1,2,1,2,3,1,2,1,7,2,2,1,2,3,1,3,1,4,2,1,1,4,1,3,1,3,3,4,3,3,4,2,4,1,4
5648,1,2,2,3,3,3,3,3,5,3,2,4,4,2,3,2,3,3,3,2,2,3,2,3,2,4,3,3,2,3,2,2,2,2,2
5649,-2,3,2,2,2,3,2,2,1,3,1,2,3,4,2,3,3,4,3,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2
5650,1,2,3,3,3,3,2,3,1,3,1,2,3,3,2,4,2,3,2,2,2,2,2,4,2,3,2,3,3,3,3,2,3,2,3
5651,2,2,4,2,3,2,3,2,1,3,1,2,2,4,1,4,1,3,3,2,2,3,1,3,3,4,1,3,3,2,3,1,3,1,3
5652,1,2,4,2,4,1,4,1,5,3,2,2,3,1,3,3,4,3,3,2,3,2,3,3,3,4,3,4,4,2,4,2,4,2,8
5653,2,2,3,2,4,2,2,2,1,3,1,2,2,4,2,3,2,2,2,1,2,4,1,4,1,3,2,3,3,2,3,2,3,1,3
5654,2,3,3,3,2,3,3,1,5,3,2,1,2,2,3,4,1,3,2,1,1,2,2,3,1,3,2,3,3,3,3,3,3,2,2
5655,2,2,3,2,3,2,3,2,1,3,1,2,2,3,2,3,2,3,2,1,1,3,2,3,2,3,2,3,3,3,3,3,2,2,3
5656,1,2,3,4,4,3,4,2,5,3,2,3,3,3,3,3,3,3,3,1,3,2,3,2,2,3,2,1,1,4,1,8,2,2,2
5657,3,3,2,2,1,2,3,4,5,3,2,1,2,2,1,3,1,3,2,1,1,4,1,4,1,4,1,4,4,2,4,1,4,1,2
5658,2,2,4,2,4,-2,3,-2,1,3,1,2,2,3,2,3,3,2,2,2,3,3,2,4,2,3,2,3,3,2,2,1,3,2,3
5659,1,2,3,2,2,2,3,3,5,3,2,1,3,3,3,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5660,2,2,3,2,4,2,3,2,1,3,1,2,2,3,1,2,2,3,2,2,2,3,2,2,2,3,2,3,3,3,2,3,3,2,2
5661,1,2,3,4,4,3,4,2,5,3,2,1,1,3,2,4,2,4,2,2,1,2,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5662,3,3,2,4,4,3,2,3,3,2,1,4,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
5663,4,2,2,2,3,3,2,3,3,2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,2,3,2,4,4,4,3,-5,-5,-5,-5,-5,-5,-5,-5
5664,1,2,4,2,4,4,3,3,3,2,1,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5665,2,2,3,2,3,3,3,3,1,3,1,2,2,4,1,3,2,3,2,2,1,3,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5666,2,2,2,2,2,2,3,2,1,3,1,2,3,2,2,3,3,3,2,2,2,3,2,3,2,3,-2,3,3,3,3,2,2,2,2
5667,2,2,2,2,2,2,3,2,1,3,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,3,2,3,3,3,3,3,2,2,3
5668,2,2,2,2,2,3,3,2,1,3,1,2,2,3,2,4,2,3,3,2,3,3,2,3,2,3,3,3,3,2,2,2,3,2,3
5669,1,1,4,2,3,2,3,2,5,3,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,4,4,1,4,2,3,1,4
5670,1,2,4,1,3,1,3,1,5,3,2,1,1,4,1,2,1,4,1,1,2,4,2,3,1,4,2,4,4,4,4,4,4,2,4
5671,2,2,3,2,2,2,4,2,1,3,1,2,2,3,3,2,2,2,1,2,1,2,3,2,2,3,2,3,3,3,3,2,3,2,2
5672,1,1,3,1,3,1,4,2,1,3,1,1,2,3,1,3,2,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5673,1,2,2,1,3,2,4,2,5,3,2,1,1,2,1,3,2,4,2,1,2,2,2,3,3,3,2,3,3,3,3,3,3,1,8
5674,1,1,1,2,1,4,1,1,5,3,2,1,2,2,2,4,2,3,2,3,3,2,2,3,2,3,2,4,1,4,2,3,2,1,3
5675,2,2,2,2,3,2,3,2,5,3,2,1,2,3,2,2,1,4,2,1,1,2,1,3,3,4,2,4,4,4,4,3,4,1,4
5676,1,1,2,1,3,1,4,1,7,2,2,1,1,2,1,4,1,4,2,1,1,2,1,4,1,4,1,4,4,3,4,2,4,1,4
5677,1,2,2,3,3,2,3,4,1,3,1,3,2,2,3,2,3,3,3,2,2,3,2,4,2,3,-3,3,3,3,4,1,3,3,3
5678,4,3,2,2,2,2,1,3,1,3,1,2,1,3,2,2,2,3,2,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5679,2,2,3,3,4,2,2,2,1,3,1,2,2,2,2,2,3,2,2,2,-2,-2,2,2,3,3,-2,2,2,2,2,3,3,2,2
5680,2,2,-2,3,3,2,3,2,1,3,1,1,1,3,3,3,2,4,2,2,2,2,2,2,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5681,2,2,3,2,3,3,3,3,6,3,2,2,2,3,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5,4,3,2,3,1,3,1,4
5682,2,1,4,2,4,3,4,3,6,3,2,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,2,4,3,3,1,4,2,3,8,3,1,2,1
5683,1,2,3,2,3,3,2,2,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5684,3,2,3,2,4,2,3,3,7,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,4,4,4,2,2,1,2
5685,1,1,1,2,3,2,3,2,6,3,2,1,1,2,2,3,1,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5686,3,3,3,3,2,3,2,3,5,3,2,2,2,3,2,3,2,3,2,1,2,3,2,3,2,2,3,2,2,3,2,2,2,8,2
5687,1,4,4,2,3,2,4,1,5,3,2,2,2,3,2,3,2,4,2,2,2,3,2,3,-2,2,2,4,4,3,3,2,4,1,4
5688,1,3,3,2,4,3,3,2,2,3,1,2,3,3,2,2,4,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5689,2,2,2,2,1,1,3,3,6,3,2,2,3,2,1,4,3,3,3,2,3,3,2,3,3,3,3,3,8,8,4,3,4,2,2
5690,1,2,1,1,3,2,4,2,8,1,2,2,-2,2,2,4,3,3,2,1,-2,1,2,4,-2,4,2,4,8,3,3,2,3,2,8
5691,2,2,3,2,4,2,3,2,1,3,1,2,3,3,2,4,3,3,2,-2,2,3,2,4,-2,3,2,3,3,2,3,2,3,2,3
5692,2,2,3,1,3,2,3,2,2,3,1,2,2,3,2,3,2,3,2,1,2,3,3,4,1,3,2,8,8,1,4,2,3,1,3
5693,3,2,3,1,3,3,1,2,1,3,1,2,2,3,1,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5694,3,3,2,3,2,3,3,3,1,3,1,3,3,3,2,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5,3,3,3,3,3,3,2,3
5695,2,2,2,3,3,2,4,3,5,3,2,2,3,1,2,3,3,2,3,1,1,4,1,3,1,4,3,4,4,4,4,1,4,1,4
5696,1,3,2,2,2,3,3,2,1,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,2,3,1,4,1,3
5697,2,2,3,2,3,2,3,2,1,3,1,2,2,3,2,2,2,3,-2,2,1,1,1,2,2,4,1,4,3,3,3,3,3,3,3
5698,3,3,3,2,2,3,3,2,2,3,1,1,1,4,1,4,1,4,1,1,1,2,1,4,1,4,1,4,4,3,4,2,4,2,4
5699,1,1,3,1,3,2,3,2,1,3,1,1,2,4,1,4,2,3,3,1,1,3,2,3,2,3,3,4,4,2,3,3,3,2,2
5700,1,1,3,4,3,1,3,4,1,3,1,1,2,3,2,4,2,3,2,3,2,2,2,2,3,3,2,2,3,3,2,3,2,2,3
5701,1,1,4,2,3,1,3,2,5,3,2,1,2,4,1,3,1,4,1,1,1,4,1,3,1,3,1,4,4,3,4,1,3,2,3
5702,2,2,3,2,2,2,3,2,5,3,2,1,1,3,2,3,2,3,2,1,2,3,2,3,2,3,2,3,3,8,3,2,3,2,4
5703,2,2,2,2,3,2,3,2,1,3,1,2,2,2,2,3,2,3,2,2,2,2,-2,4,2,3,2,4,3,3,2,2,3,2,3
5704,2,3,3,3,4,3,3,2,1,3,1,2,3,3,3,4,3,3,2,2,2,3,2,3,2,3,-3,3,3,3,3,2,8,1,8
5705,3,2,2,2,2,3,4,3,5,3,2,3,3,2,4,2,3,3,3,2,2,1,3,3,-2,4,3,2,2,3,8,2,3,1,1
5706,1,1,4,1,4,1,3,1,5,3,2,2,4,3,4,2,4,2,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5707,2,2,3,2,3,3,2,3,5,3,2,1,2,2,2,2,2,3,2,2,3,2,2,3,2,3,2,3,2,3,2,3,3,2,2
5708,1,3,3,2,3,2,3,2,6,3,2,2,2,3,1,3,2,4,2,1,1,3,1,3,2,3,2,4,3,2,3,2,3,2,3
5709,2,2,2,2,3,3,3,2,5,3,2,-5,-5,-5,-5,-5,-5,-5,-5,2,2,3,2,4,2,4,2,3,3,3,3,1,3,2,3
5710,1,3,2,2,2,2,4,2,6,3,2,1,2,1,2,3,2,4,2,1,1,3,2,3,2,4,2,4,3,3,3,2,3,1,3
5711,2,3,3,2,2,3,2,3,2,3,1,2,2,3,1,2,2,2,2,1,1,2,1,4,2,3,1,4,4,2,3,1,3,2,3
5712,2,1,2,1,3,2,2,2,5,3,2,2,2,3,1,3,2,3,3,1,2,2,2,3,2,4,2,4,3,2,3,1,3,1,3
5713,1,2,2,2,3,2,2,2,5,3,2,1,2,2,2,3,-2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,8
5714,3,3,3,4,2,4,2,3,2,3,1,4,3,4,4,2,4,2,3,3,3,3,3,2,3,3,4,2,2,2,3,2,2,2,2
5715,2,3,2,3,4,3,2,2,6,3,2,3,3,2,3,3,3,1,3,1,2,2,3,3,3,2,4,-5,-5,-5,-5,-5,-5,-5,-5
5716,2,3,3,3,3,2,3,3,5,3,2,2,2,3,2,3,3,2,3,2,2,2,2,4,4,4,3,3,2,3,3,2,3,2,3
5717,2,2,2,2,4,1,3,2,5,3,2,1,1,4,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5718,2,3,3,2,3,2,3,2,5,3,2,1,2,2,2,4,2,3,2,1,2,1,2,3,2,4,3,4,3,4,4,3,4,2,3
5719,4,1,4,2,4,4,4,2,11,1,1,2,1,2,3,4,2,3,2,2,2,2,3,3,2,3,2,4,3,3,3,3,3,2,3
5720,2,2,3,3,3,2,3,2,14,1,2,2,2,1,2,3,2,3,2,2,2,2,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5
5721,1,2,1,1,2,3,3,3,14,1,2,1,1,2,2,3,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5722,1,2,3,2,4,2,4,3,14,1,2,1,2,2,2,4,2,4,2,1,2,2,2,2,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5723,3,1,3,4,2,4,4,2,11,1,1,2,2,3,3,2,4,3,3,2,2,3,3,2,4,3,3,4,3,2,2,3,2,1,2
5724,2,1,4,3,3,3,3,3,14,1,2,2,2,2,1,2,3,4,2,2,2,2,2,3,2,3,2,3,3,4,3,2,3,2,3
5725,1,1,4,4,1,1,4,2,14,1,2,2,2,2,4,3,1,4,2,2,2,3,2,3,2,3,2,4,4,2,4,3,4,1,3
5726,4,3,2,3,1,3,1,3,11,1,1,2,2,3,2,4,1,3,2,2,2,2,2,2,1,3,2,3,3,2,3,2,3,2,2
5727,2,3,3,1,3,3,3,2,11,1,1,2,2,3,2,3,2,3,1,2,2,3,2,3,2,3,2,3,3,3,3,2,2,1,2
5728,2,3,4,3,3,3,2,4,14,1,2,2,3,2,3,4,2,3,2,2,3,2,3,4,3,3,3,3,2,1,1,1,3,1,2
5729,2,2,4,3,3,2,3,3,14,1,2,2,3,3,4,1,4,3,2,2,2,2,1,1,3,4,3,1,2,3,1,3,2,1,1
5730,3,2,3,3,2,3,2,3,14,1,2,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,-3,3,1,1,2,2,2,2,4
5731,2,3,4,1,3,3,3,3,11,1,1,2,3,4,3,3,2,3,2,2,2,3,2,3,2,3,2,3,2,2,3,2,3,2,3
5732,2,3,3,3,3,4,2,3,14,1,2,3,3,3,-2,2,3,3,3,2,3,3,3,3,2,3,2,1,1,3,1,3,1,2,2
5733,2,3,3,2,3,3,3,3,11,1,1,2,3,2,2,4,2,4,4,2,2,1,2,4,2,3,3,3,3,2,2,2,2,2,2
5734,1,2,3,2,3,2,3,2,14,1,2,1,2,3,2,4,1,4,2,1,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5735,2,2,2,2,2,2,3,2,11,1,1,2,2,3,2,2,2,3,2,1,2,3,2,3,2,3,2,3,3,2,3,2,3,2,2
5736,2,3,1,4,4,3,4,1,14,1,2,2,2,4,2,4,2,3,2,1,2,4,2,4,2,3,2,4,4,4,4,1,4,1,3
5737,2,2,2,2,3,2,3,2,14,1,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5738,3,3,2,3,2,2,3,3,11,1,1,3,3,3,2,3,3,3,4,3,2,2,3,3,3,3,4,2,2,3,3,2,2,2,2
5739,3,3,2,4,3,3,2,3,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5740,2,3,2,3,3,3,3,3,14,1,2,2,2,2,2,3,2,3,2,2,2,3,2,3,2,3,3,3,3,2,2,2,3,1,1
5741,1,1,2,1,4,2,4,4,14,1,2,1,1,3,2,3,2,3,2,1,2,2,1,3,2,3,2,4,4,3,3,3,4,2,3
5742,1,1,3,2,4,3,4,2,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5743,3,4,3,4,4,4,3,2,14,1,2,3,4,3,4,4,4,4,3,1,3,3,2,4,3,3,3,2,3,2,3,2,2,2,2
5744,3,3,2,4,2,3,3,3,14,1,2,2,3,2,2,3,3,3,3,2,3,3,4,3,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5745,2,2,3,2,3,3,1,2,11,1,1,4,4,2,3,2,2,2,3,2,2,3,2,4,2,3,2,8,8,8,2,2,8,2,8
5746,2,2,3,2,2,2,2,3,14,1,2,1,2,4,2,3,1,4,1,1,1,2,2,2,1,4,1,4,1,1,2,1,2,2,3
5747,2,2,2,1,4,2,3,2,11,1,1,2,2,3,2,2,2,3,2,2,2,2,3,3,3,3,2,3,4,3,2,3,3,2,2
5748,2,3,3,3,3,3,4,3,11,1,1,2,2,3,2,4,3,3,2,2,2,3,1,4,2,3,3,3,3,2,3,1,4,2,2
5749,4,3,4,4,3,4,4,3,11,1,1,1,4,4,1,3,4,3,2,1,2,4,1,4,1,3,2,4,4,2,4,2,4,2,3
5750,1,3,2,2,2,2,3,3,11,1,1,1,1,4,1,1,4,4,4,1,1,1,1,4,1,4,1,3,3,3,3,2,3,2,3
5751,2,2,3,3,1,3,3,3,14,1,2,2,1,3,3,2,3,3,2,1,1,1,3,4,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5
5752,2,3,-2,3,3,3,2,3,11,1,1,3,3,3,3,3,3,3,3,-2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2
5753,1,2,2,2,4,1,3,2,14,1,2,1,1,3,2,3,1,3,3,1,2,2,2,3,2,3,2,4,3,8,3,2,2,2,2
5754,1,2,4,2,4,2,4,2,11,1,1,2,2,4,2,4,2,3,1,1,2,2,4,4,3,3,1,4,4,1,4,1,4,1,4
5755,2,2,3,2,3,2,3,3,11,1,1,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,1,3
5756,1,2,2,2,2,2,4,3,14,1,2,2,3,2,2,3,2,3,-2,2,2,2,3,2,2,3,2,3,3,3,3,3,2,2,3
5757,4,1,4,1,2,3,1,2,11,1,1,3,3,3,2,3,2,2,3,3,3,3,2,3,3,3,3,2,2,2,3,2,2,2,2
5758,1,1,4,1,3,2,3,1,14,1,2,1,1,2,1,4,2,4,2,1,4,1,1,3,2,4,2,3,3,3,3,2,3,2,3
5759,2,2,3,1,4,3,3,2,11,1,1,1,1,3,1,3,2,3,2,1,1,3,2,3,1,3,2,4,4,4,3,2,4,1,4
5760,4,2,3,2,2,3,3,1,12,3,2,3,2,2,2,3,2,3,2,3,3,3,3,3,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5
5761,1,2,4,1,3,2,3,1,10,2,1,1,1,2,3,3,3,4,1,1,1,1,1,2,2,3,1,-5,-5,-5,-5,-5,-5,-5,-5
5762,1,2,2,2,2,3,4,2,14,1,2,1,2,3,2,2,3,4,2,1,1,3,1,2,1,4,1,3,3,2,3,3,3,2,3
5763,1,2,2,2,2,1,1,2,14,1,2,1,1,2,1,3,1,3,1,1,1,3,1,2,2,4,1,4,4,1,4,3,3,2,4
5764,2,2,2,2,2,2,3,2,11,1,1,1,2,2,2,2,2,3,2,1,2,2,1,3,2,4,2,4,3,2,3,2,3,2,3
5765,2,2,2,3,2,2,3,2,14,1,2,3,2,2,2,2,3,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5766,1,3,4,2,4,2,3,2,14,1,2,4,4,4,4,3,4,2,3,1,3,3,3,4,4,1,3,4,4,1,4,1,4,1,4
5767,2,4,4,4,2,2,4,1,14,1,2,1,1,3,1,2,1,4,2,2,3,2,2,2,2,3,2,4,3,3,3,3,3,2,3
5768,1,2,3,2,3,4,2,3,12,3,2,3,3,4,4,3,2,1,2,1,1,4,1,4,1,4,1,-5,-5,-5,-5,-5,-5,-5,-5
5769,1,2,2,2,3,2,4,1,14,1,2,1,1,3,2,4,1,4,1,2,2,3,3,3,3,4,3,4,4,1,1,2,3,1,2
5770,2,2,3,2,3,2,3,2,14,1,2,2,2,3,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,3,2,3
5771,2,2,3,2,2,3,3,3,11,1,1,1,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5772,2,3,3,2,3,3,4,3,11,1,1,2,2,3,3,3,3,4,4,3,3,3,2,2,3,3,3,3,2,3,2,8,2,8,8
5773,2,3,3,2,3,3,3,3,14,1,2,2,3,3,3,3,3,3,2,3,3,2,-2,3,3,3,3,2,2,3,2,2,2,2,2
5774,2,2,3,4,3,4,2,3,14,1,2,2,1,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,3
5775,2,2,3,2,2,1,4,2,11,1,1,1,2,3,2,2,2,4,2,2,2,2,1,1,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5776,4,4,1,4,1,4,1,3,11,1,1,4,4,1,4,1,4,1,4,3,3,2,3,3,4,3,3,4,4,4,1,1,1,2,8
5777,2,3,3,1,3,3,4,4,12,3,2,2,1,2,1,4,2,2,4,2,2,4,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5778,2,2,2,2,3,2,3,2,11,1,1,2,2,4,2,3,2,3,2,2,2,2,2,3,2,3,2,3,3,2,3,2,3,2,3
5779,4,3,2,2,3,4,4,3,11,1,1,1,3,3,3,3,4,3,3,2,2,2,2,3,2,3,2,4,4,1,4,1,4,1,9
5780,2,4,4,1,4,3,4,2,14,1,2,2,2,3,2,4,2,3,1,1,1,3,2,3,1,4,2,4,4,4,2,1,4,1,3
5781,1,2,4,3,4,2,1,2,14,1,2,2,3,4,3,3,3,2,2,1,3,4,2,4,2,3,2,4,4,1,4,1,3,1,4
5782,2,3,3,2,3,3,3,2,14,1,2,2,2,2,2,4,3,3,4,3,2,3,2,3,3,3,2,3,3,2,2,2,2,2,2
5783,2,1,2,2,1,3,1,3,11,1,1,1,1,3,3,4,1,3,2,1,1,3,1,3,1,4,1,4,4,2,2,2,3,2,3
5784,2,2,3,3,2,2,3,2,11,1,1,2,2,4,3,3,1,4,3,1,2,4,2,3,1,4,2,3,3,2,2,2,4,2,3
5785,2,2,2,2,2,3,3,2,11,1,1,2,2,3,2,2,3,2,3,1,2,2,2,3,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
5786,3,1,3,2,2,3,3,3,11,1,1,2,2,2,2,4,3,3,2,2,2,3,2,3,2,3,3,4,4,2,4,2,2,2,2
5787,1,1,3,1,2,-3,1,2,14,1,2,1,2,3,1,4,1,4,1,1,1,4,1,4,1,4,1,3,3,2,3,3,3,2,3
5788,2,3,3,2,3,3,3,3,11,1,1,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,3,2,2
5789,1,4,4,2,2,2,4,2,11,1,1,1,1,4,1,4,1,4,1,1,3,4,3,4,2,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5790,2,2,3,2,3,3,3,2,14,1,2,2,2,3,3,3,2,3,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,2,3
5791,2,3,4,1,3,2,4,3,11,1,1,1,3,2,3,4,4,2,4,3,3,3,-2,3,3,1,3,-5,-5,-5,-5,-5,-5,-5,-5
5792,4,2,3,3,4,3,2,3,11,1,1,2,2,3,2,3,3,4,2,2,3,2,2,2,2,3,2,3,2,3,3,3,2,2,8
5793,1,1,3,1,2,2,3,2,14,1,2,1,1,2,1,3,2,4,2,1,1,3,2,3,2,3,2,4,4,3,4,2,3,1,3
5794,3,4,3,3,4,4,2,3,9,3,1,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,-5,-5,-5,-5,-5,-5,-5,-5
5795,1,2,4,2,2,2,4,1,11,1,1,1,2,3,2,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5796,3,3,2,1,3,3,2,3,14,1,2,3,4,2,2,3,3,3,3,3,4,3,2,3,3,3,3,2,2,2,2,2,2,2,2
5797,2,3,2,2,3,4,1,2,14,1,2,2,2,1,1,3,3,3,2,1,1,2,2,3,3,1,2,4,4,8,8,1,8,1,8
5798,1,2,1,1,3,4,4,4,14,1,2,2,1,1,2,2,2,4,4,2,2,2,2,2,2,3,3,8,8,8,8,2,8,1,2
5799,2,1,3,3,3,3,4,3,14,1,2,1,1,4,1,4,2,4,2,1,1,1,2,4,1,4,1,4,4,4,4,2,3,1,4
5800,3,4,4,3,4,4,2,2,11,1,1,2,2,3,3,4,3,4,2,1,2,3,1,4,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
5801,2,4,2,2,4,4,4,4,14,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,1,3
5802,1,1,4,1,4,2,3,1,14,1,2,2,2,2,1,3,2,3,2,2,2,3,2,3,3,3,2,4,3,3,2,3,3,2,3
5803,3,3,3,2,4,3,1,3,14,1,2,2,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,2,3,1,3,2,3
5804,3,4,1,1,1,3,3,4,11,1,1,3,3,2,2,2,3,2,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5805,1,2,3,2,3,2,4,2,14,1,2,1,3,2,2,3,2,4,2,2,2,2,3,4,3,4,3,3,2,3,1,3,2,1,2
5806,1,2,3,2,2,3,3,3,14,1,2,3,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,3,8
5807,1,2,3,2,3,2,3,-2,11,1,1,2,3,3,2,4,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5808,1,2,3,2,3,2,3,3,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,2,3,2,3,2,3,3,4,4,1,4,1,3,4,2
5809,1,1,4,2,4,2,3,2,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-1,-1,-1,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,-5,-5
5810,2,3,3,4,3,3,3,2,11,1,1,2,2,3,2,3,3,3,2,1,1,4,2,3,2,3,3,8,3,3,3,2,2,2,2
5811,1,2,1,1,1,2,3,1,14,1,2,2,2,2,2,3,2,3,2,1,1,2,2,3,1,4,1,3,3,3,3,3,2,1,3
5812,1,2,4,2,3,1,4,1,14,1,2,1,2,4,1,3,1,4,1,1,1,3,1,3,1,4,2,-5,-5,-5,-5,-5,-5,-5,-5
5813,2,2,2,2,3,3,3,3,14,1,2,2,2,3,1,3,2,3,2,2,3,3,-2,3,2,3,2,3,3,2,3,2,3,1,3
5814,2,2,3,2,3,2,2,2,11,1,1,3,3,3,4,3,3,3,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2
5815,2,3,2,2,3,3,3,3,11,1,1,3,2,3,1,3,3,3,3,3,2,3,3,2,3,3,3,2,1,2,3,2,2,2,2
5816,1,2,2,2,3,2,4,2,11,1,1,1,2,2,2,2,2,4,2,2,2,3,2,3,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5
5817,1,2,3,2,4,2,3,3,14,1,2,2,2,3,2,4,3,2,3,2,3,2,2,3,2,3,3,-5,-5,-5,-5,-5,-5,-5,-5
5818,2,3,3,3,3,1,1,3,14,1,2,2,2,3,1,3,2,2,3,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2
5819,3,4,4,3,4,2,2,3,14,1,2,2,4,3,2,4,3,3,3,2,2,4,2,4,3,3,1,-5,-5,-5,-5,-5,-5,-5,-5
5820,2,3,3,2,2,3,3,2,14,1,2,2,2,3,2,4,2,4,2,2,2,2,-2,3,-2,3,2,3,3,4,3,2,3,2,3
5821,1,2,3,2,2,1,3,2,14,1,2,1,2,2,2,3,2,3,2,1,2,3,1,3,1,3,1,3,3,3,3,3,3,2,3
5822,2,2,3,2,3,1,4,2,14,1,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5
5823,3,2,3,2,3,3,3,4,11,1,1,2,3,4,2,4,3,3,2,2,3,4,2,4,3,3,3,3,3,2,8,2,3,2,2
5824,2,2,3,-3,1,2,3,1,11,1,1,2,2,3,2,3,2,3,2,2,2,4,1,2,3,3,3,4,3,1,4,3,3,1,2
